policy_id,customer_id,product_type,state,premium_amount,coverage_amount,policy_start_date,policy_status,agent_id,created_at
POL-008175,CUST-7842,Universal Life,CT,4864.68,500000,2026-02-15,Cancelled,AGT-817,2026-04-19T06:51:59.796879
POL-008176,CUST-3054,Universal Life,WI,4490.29,250000,2026-03-31,Active,AGT-755,2026-04-19T06:51:59.796893
POL-008177,CUST-9462,Term Life,CO,1656.47,1000000,2025-12-13,Cancelled,AGT-975,2026-04-19T06:51:59.796906
POL-008178,CUST-5667,Term Life,WI,4115.39,500000,2025-01-20,Cancelled,AGT-742,2026-04-19T06:51:59.796920
POL-008179,CUST-6765,Annuity,NH,3343.19,1000000,2021-07-14,Active,AGT-841,2026-04-19T06:51:59.796934
POL-008180,CUST-8541,Term Life,NM,2433.31,1000000,2023-06-06,Active,AGT-952,2026-04-19T06:51:59.796948
POL-008181,CUST-6058,Annuity,WY,1753.21,250000,2024-03-02,Active,AGT-120,2026-04-19T06:51:59.796962
POL-008182,CUST-2167,Universal Life,WI,1059.61,500000,2025-09-09,Active,AGT-254,2026-04-19T06:51:59.796975
POL-008183,CUST-8712,Whole Life,LA,4811.54,250000,2025-02-20,Active,AGT-753,2026-04-19T06:51:59.796991
POL-008184,CUST-4005,Annuity,UT,1971.3,250000,2021-06-30,Cancelled,AGT-153,2026-04-19T06:51:59.797005
POL-008185,CUST-7008,Annuity,ME,1775.46,250000,2025-12-21,Cancelled,AGT-971,2026-04-19T06:51:59.797019
POL-008186,CUST-2713,Universal Life,OH,2398.82,500000,2024-11-16,Pending,AGT-428,2026-04-19T06:51:59.797034
POL-008187,CUST-3556,Universal Life,NH,1609.37,250000,2022-04-08,Cancelled,AGT-321,2026-04-19T06:51:59.797048
POL-008188,CUST-8172,Annuity,WV,856.82,250000,2025-10-11,Lapsed,AGT-124,2026-04-19T06:51:59.797063
POL-008189,CUST-4028,Whole Life,VI,351.31,100000,2023-03-25,Active,AGT-528,2026-04-19T06:51:59.797077
POL-008190,CUST-5793,Universal Life,FM,305.62,250000,2024-05-15,Pending,AGT-448,2026-04-19T06:51:59.797092
POL-008191,CUST-3562,Term Life,FL,4774.43,100000,2023-02-09,Cancelled,AGT-625,2026-04-19T06:51:59.797107
POL-008192,CUST-8558,Universal Life,PA,330.79,1000000,2026-03-04,Pending,AGT-337,2026-04-19T06:51:59.797121
POL-008193,CUST-8194,Whole Life,CA,1932.27,100000,2022-01-12,Lapsed,AGT-264,2026-04-19T06:51:59.797134
POL-008194,CUST-2920,Annuity,PW,2009.64,250000,2024-04-25,Lapsed,AGT-160,2026-04-19T06:51:59.797148
POL-008195,CUST-7135,Term Life,KS,2170.13,500000,2025-05-03,Active,AGT-506,2026-04-19T06:51:59.797162
POL-008196,CUST-7361,Term Life,VI,3397.83,500000,2024-03-19,Cancelled,AGT-379,2026-04-19T06:51:59.797176
POL-008197,CUST-6754,Whole Life,SC,1165.36,500000,2021-05-25,Cancelled,AGT-173,2026-04-19T06:51:59.797191
POL-008198,CUST-2695,Term Life,MD,4021.87,250000,2023-08-23,Active,AGT-650,2026-04-19T06:51:59.797204
POL-008199,CUST-7148,Universal Life,NC,2079.17,100000,2021-09-27,Cancelled,AGT-159,2026-04-19T06:51:59.797218
POL-008200,CUST-7748,Whole Life,ME,1300.27,250000,2021-09-22,Active,AGT-956,2026-04-19T06:51:59.797232
POL-008201,CUST-6940,Term Life,VI,3512.98,1000000,2026-03-11,Cancelled,AGT-227,2026-04-19T06:51:59.797247
POL-008202,CUST-7165,Universal Life,WA,2992.18,250000,2021-11-22,Pending,AGT-128,2026-04-19T06:51:59.797260
POL-008203,CUST-6526,Universal Life,PA,1832.86,100000,2023-10-27,Cancelled,AGT-795,2026-04-19T06:51:59.797274
POL-008204,CUST-4470,Annuity,AR,4504.24,250000,2025-01-17,Active,AGT-607,2026-04-19T06:51:59.797289
POL-008205,CUST-1764,Annuity,IL,1163.24,100000,2022-03-05,Pending,AGT-568,2026-04-19T06:51:59.797305
POL-008206,CUST-3758,Whole Life,VT,802.7,1000000,2022-09-28,Cancelled,AGT-732,2026-04-19T06:51:59.797319
POL-008207,CUST-6447,Whole Life,GA,3695.97,1000000,2025-09-22,Cancelled,AGT-268,2026-04-19T06:51:59.797333
POL-008208,CUST-9859,Universal Life,WY,261.59,1000000,2023-03-20,Pending,AGT-807,2026-04-19T06:51:59.797346
POL-008209,CUST-8719,Universal Life,FL,4781.55,100000,2023-04-11,Active,AGT-206,2026-04-19T06:51:59.797404
POL-008210,CUST-2044,Whole Life,MA,262.12,500000,2025-08-30,Lapsed,AGT-803,2026-04-19T06:51:59.797425
POL-008211,CUST-3464,Whole Life,NV,2695.19,500000,2023-02-28,Lapsed,AGT-251,2026-04-19T06:51:59.797441
POL-008212,CUST-4446,Universal Life,NC,2519.6,100000,2022-04-09,Cancelled,AGT-393,2026-04-19T06:51:59.797455
POL-008213,CUST-9589,Term Life,WV,2047.91,250000,2024-11-14,Lapsed,AGT-370,2026-04-19T06:51:59.797470
POL-008214,CUST-5565,Universal Life,NE,2789.55,1000000,2021-10-27,Active,AGT-385,2026-04-19T06:51:59.797485
POL-008215,CUST-2796,Whole Life,NC,2148.79,1000000,2021-06-14,Cancelled,AGT-432,2026-04-19T06:51:59.797500
POL-008216,CUST-6095,Whole Life,AL,2388.71,250000,2025-03-23,Lapsed,AGT-774,2026-04-19T06:51:59.797514
POL-008217,CUST-8681,Term Life,IN,748.15,500000,2025-12-31,Pending,AGT-179,2026-04-19T06:51:59.797528
POL-008218,CUST-7316,Term Life,MN,1628.16,1000000,2021-05-22,Active,AGT-151,2026-04-19T06:51:59.797542
POL-008219,CUST-3438,Universal Life,VT,3343.78,500000,2022-04-11,Cancelled,AGT-400,2026-04-19T06:51:59.797555
POL-008220,CUST-2352,Term Life,AK,3812.15,500000,2022-08-22,Lapsed,AGT-601,2026-04-19T06:51:59.797571
POL-008221,CUST-8617,Term Life,TN,918.09,1000000,2026-01-30,Pending,AGT-999,2026-04-19T06:51:59.797584
POL-008222,CUST-1538,Annuity,VI,151.99,500000,2024-01-03,Pending,AGT-897,2026-04-19T06:51:59.797598
POL-008223,CUST-3758,Whole Life,VI,4751.71,250000,2021-11-06,Cancelled,AGT-506,2026-04-19T06:51:59.797612
POL-008224,CUST-5399,Annuity,PW,4912.59,1000000,2024-06-08,Active,AGT-401,2026-04-19T06:51:59.797626
POL-008225,CUST-9803,Annuity,MP,4374.39,100000,2022-07-27,Active,AGT-514,2026-04-19T06:51:59.797640
POL-008226,CUST-6246,Universal Life,VI,3687.04,250000,2021-11-22,Lapsed,AGT-789,2026-04-19T06:51:59.797654
POL-008227,CUST-7623,Universal Life,ND,3065.49,100000,2024-11-13,Active,AGT-933,2026-04-19T06:51:59.797667
POL-008228,CUST-9050,Annuity,NJ,658.86,500000,2022-09-28,Lapsed,AGT-797,2026-04-19T06:51:59.797681
POL-008229,CUST-8440,Whole Life,NV,4002.93,100000,2025-07-22,Pending,AGT-711,2026-04-19T06:51:59.797695
POL-008230,CUST-5770,Whole Life,AL,3837.52,250000,2024-04-01,Lapsed,AGT-456,2026-04-19T06:51:59.797709
POL-008231,CUST-5042,Annuity,TX,446.38,1000000,2026-01-05,Cancelled,AGT-909,2026-04-19T06:51:59.797723
POL-008232,CUST-8838,Universal Life,CA,524.53,1000000,2024-04-01,Cancelled,AGT-795,2026-04-19T06:51:59.797737
POL-008233,CUST-8939,Whole Life,WI,883.4,500000,2023-12-24,Cancelled,AGT-960,2026-04-19T06:51:59.797750
POL-008234,CUST-9532,Whole Life,CT,2236.39,100000,2022-11-30,Pending,AGT-699,2026-04-19T06:51:59.797765
POL-008235,CUST-4543,Whole Life,ND,4985.69,500000,2022-04-13,Active,AGT-626,2026-04-19T06:51:59.797778
POL-008236,CUST-4293,Whole Life,NY,2412.33,250000,2022-03-17,Pending,AGT-970,2026-04-19T06:51:59.797794
POL-008237,CUST-2841,Annuity,NH,4182.7,250000,2022-03-15,Pending,AGT-524,2026-04-19T06:51:59.797810
POL-008238,CUST-9559,Universal Life,AZ,1974.46,100000,2023-05-21,Active,AGT-592,2026-04-19T06:51:59.797844
POL-008239,CUST-7049,Universal Life,MD,1745.92,100000,2024-05-17,Active,AGT-150,2026-04-19T06:51:59.797860
POL-008240,CUST-4054,Whole Life,GU,2474.24,500000,2026-03-12,Active,AGT-730,2026-04-19T06:51:59.797875
POL-008241,CUST-4304,Universal Life,PA,3329.17,100000,2024-04-11,Cancelled,AGT-581,2026-04-19T06:51:59.797889
POL-008242,CUST-1093,Whole Life,TN,2845.54,250000,2023-10-08,Lapsed,AGT-563,2026-04-19T06:51:59.797904
POL-008243,CUST-2425,Annuity,MH,795.86,100000,2023-01-12,Lapsed,AGT-923,2026-04-19T06:51:59.797918
POL-008244,CUST-8737,Annuity,IL,2302.92,250000,2024-01-08,Pending,AGT-947,2026-04-19T06:51:59.797931
POL-008245,CUST-4730,Whole Life,NJ,3191.21,1000000,2024-07-21,Cancelled,AGT-995,2026-04-19T06:51:59.797945
POL-008246,CUST-6369,Annuity,MT,873.23,1000000,2025-02-09,Lapsed,AGT-725,2026-04-19T06:51:59.797959
POL-008247,CUST-5036,Whole Life,IL,4705.45,250000,2023-09-20,Lapsed,AGT-870,2026-04-19T06:51:59.797972
POL-008248,CUST-6068,Term Life,MH,3427.33,250000,2022-12-17,Active,AGT-900,2026-04-19T06:51:59.797986
POL-008249,CUST-6662,Term Life,NV,3190.06,1000000,2024-08-23,Active,AGT-780,2026-04-19T06:51:59.798001
POL-008250,CUST-9211,Term Life,AR,2988.67,100000,2021-06-18,Active,AGT-369,2026-04-19T06:51:59.798015
POL-008251,CUST-1318,Whole Life,CA,1232.51,250000,2025-10-25,Pending,AGT-250,2026-04-19T06:51:59.798029
POL-008252,CUST-5402,Annuity,FM,1713.62,250000,2022-10-14,Lapsed,AGT-595,2026-04-19T06:51:59.798044
POL-008253,CUST-6888,Annuity,TN,766.82,1000000,2025-08-21,Lapsed,AGT-916,2026-04-19T06:51:59.798058
POL-008254,CUST-3193,Universal Life,IN,979.3,250000,2026-02-12,Active,AGT-919,2026-04-19T06:51:59.798071
POL-008255,CUST-6167,Annuity,VI,1266.75,500000,2022-09-21,Active,AGT-895,2026-04-19T06:51:59.798085
POL-008256,CUST-2578,Universal Life,ID,3130.65,250000,2021-06-06,Lapsed,AGT-680,2026-04-19T06:51:59.798099
POL-008257,CUST-8251,Annuity,AK,1871.31,100000,2022-01-31,Pending,AGT-446,2026-04-19T06:51:59.798203
POL-008258,CUST-2122,Universal Life,PW,120.65,1000000,2025-01-10,Lapsed,AGT-893,2026-04-19T06:51:59.798230
POL-008259,CUST-5852,Annuity,MN,4405.86,250000,2022-12-21,Lapsed,AGT-695,2026-04-19T06:51:59.798246
POL-008260,CUST-7967,Universal Life,VA,4085.4,100000,2023-11-04,Cancelled,AGT-947,2026-04-19T06:51:59.798262
POL-008261,CUST-8606,Annuity,MS,4234.79,1000000,2023-08-06,Pending,AGT-861,2026-04-19T06:51:59.798277
POL-008262,CUST-5994,Universal Life,WA,421.92,100000,2024-01-01,Active,AGT-317,2026-04-19T06:51:59.798297
POL-008263,CUST-3205,Term Life,MH,2322.02,250000,2022-08-28,Active,AGT-696,2026-04-19T06:51:59.798312
POL-008264,CUST-2429,Annuity,IL,4869.55,500000,2026-03-18,Cancelled,AGT-981,2026-04-19T06:51:59.798327
POL-008265,CUST-1888,Universal Life,DE,4692.58,1000000,2025-05-26,Cancelled,AGT-906,2026-04-19T06:51:59.798341
POL-008266,CUST-2037,Universal Life,WY,2344.82,1000000,2025-08-20,Cancelled,AGT-463,2026-04-19T06:51:59.798356
POL-008267,CUST-2232,Universal Life,MS,4991.12,1000000,2023-04-04,Pending,AGT-515,2026-04-19T06:51:59.798372
POL-008268,CUST-2006,Whole Life,MS,775.77,1000000,2021-10-30,Cancelled,AGT-413,2026-04-19T06:51:59.798392
POL-008269,CUST-6692,Term Life,IN,4252.98,250000,2022-02-23,Pending,AGT-782,2026-04-19T06:51:59.798408
POL-008270,CUST-1074,Annuity,FL,1065.8,500000,2025-02-22,Lapsed,AGT-403,2026-04-19T06:51:59.798423
POL-008271,CUST-2697,Universal Life,KY,861.13,250000,2023-11-24,Active,AGT-609,2026-04-19T06:51:59.798438
POL-008272,CUST-8666,Universal Life,MI,3843.36,500000,2024-07-09,Lapsed,AGT-285,2026-04-19T06:51:59.798453
POL-008273,CUST-3377,Term Life,VA,4303.44,500000,2023-11-15,Lapsed,AGT-761,2026-04-19T06:51:59.798468
POL-008274,CUST-2764,Universal Life,WV,1039.82,100000,2023-01-18,Active,AGT-338,2026-04-19T06:51:59.798483
POL-008275,CUST-5216,Universal Life,CO,1099.61,1000000,2024-06-18,Cancelled,AGT-203,2026-04-19T06:51:59.798497
POL-008276,CUST-1512,Whole Life,NM,2995.51,500000,2021-06-06,Lapsed,AGT-846,2026-04-19T06:51:59.798516
POL-008277,CUST-6356,Term Life,VI,2579.97,250000,2026-03-06,Lapsed,AGT-272,2026-04-19T06:51:59.798531
POL-008278,CUST-8765,Term Life,LA,219.54,500000,2024-12-13,Lapsed,AGT-853,2026-04-19T06:51:59.798548
POL-008279,CUST-6285,Term Life,MN,4829.81,500000,2026-01-31,Pending,AGT-849,2026-04-19T06:51:59.798563
POL-008280,CUST-4305,Annuity,MD,4981.51,100000,2023-09-11,Pending,AGT-179,2026-04-19T06:51:59.798578
POL-008281,CUST-2056,Universal Life,AS,1228.14,250000,2024-05-17,Cancelled,AGT-367,2026-04-19T06:51:59.798593
POL-008282,CUST-8311,Term Life,ID,3537.71,500000,2023-09-05,Lapsed,AGT-348,2026-04-19T06:51:59.798607
POL-008283,CUST-9288,Whole Life,NJ,1685.87,100000,2026-03-29,Pending,AGT-920,2026-04-19T06:51:59.798622
POL-008284,CUST-7720,Whole Life,MH,3477.75,250000,2024-08-03,Active,AGT-507,2026-04-19T06:51:59.798639
POL-008285,CUST-9837,Whole Life,VT,2891.1,500000,2025-02-28,Cancelled,AGT-891,2026-04-19T06:51:59.798653
POL-008286,CUST-1680,Whole Life,FL,4653.32,500000,2024-02-10,Cancelled,AGT-571,2026-04-19T06:51:59.798668
POL-008287,CUST-2941,Universal Life,CT,2907.23,100000,2023-01-04,Active,AGT-537,2026-04-19T06:51:59.798683
POL-008288,CUST-3883,Annuity,MA,4713.01,250000,2021-04-19,Active,AGT-409,2026-04-19T06:51:59.798698
POL-008289,CUST-6279,Whole Life,NY,3675.29,500000,2025-12-04,Active,AGT-305,2026-04-19T06:51:59.798715
POL-008290,CUST-4555,Universal Life,HI,643.8,250000,2023-03-31,Pending,AGT-577,2026-04-19T06:51:59.798736
POL-008291,CUST-5764,Universal Life,CA,500.5,100000,2024-01-14,Pending,AGT-945,2026-04-19T06:51:59.798751
POL-008292,CUST-1177,Annuity,FL,1436.25,250000,2023-10-14,Pending,AGT-798,2026-04-19T06:51:59.798765
POL-008293,CUST-1325,Universal Life,GU,3786.47,250000,2025-06-04,Pending,AGT-580,2026-04-19T06:51:59.798780
POL-008294,CUST-2281,Whole Life,SD,2540.96,500000,2021-08-27,Pending,AGT-104,2026-04-19T06:51:59.798994
POL-008295,CUST-7842,Annuity,VA,4819.98,100000,2025-07-10,Lapsed,AGT-210,2026-04-19T06:51:59.799017
POL-008296,CUST-8428,Annuity,NY,4295.7,1000000,2022-04-08,Pending,AGT-243,2026-04-19T06:51:59.799034
POL-008297,CUST-7982,Universal Life,IN,4931.18,100000,2026-02-13,Cancelled,AGT-191,2026-04-19T06:51:59.799050
POL-008298,CUST-8045,Whole Life,TX,3103.0,100000,2026-03-08,Active,AGT-760,2026-04-19T06:51:59.799066
POL-008299,CUST-7177,Universal Life,OR,2804.57,1000000,2023-10-21,Cancelled,AGT-861,2026-04-19T06:51:59.799080
POL-008300,CUST-7309,Annuity,FM,2507.86,500000,2024-07-02,Active,AGT-897,2026-04-19T06:51:59.799482
POL-008301,CUST-2917,Whole Life,AL,3227.12,500000,2021-10-19,Lapsed,AGT-998,2026-04-19T06:51:59.799544
POL-008302,CUST-2977,Universal Life,WI,4875.04,500000,2023-10-04,Active,AGT-366,2026-04-19T06:51:59.799610
POL-008303,CUST-7407,Term Life,AZ,2228.84,500000,2025-11-30,Lapsed,AGT-654,2026-04-19T06:51:59.799654
POL-008304,CUST-5454,Term Life,AZ,1210.8,1000000,2025-03-22,Lapsed,AGT-965,2026-04-19T06:51:59.799696
POL-008305,CUST-7203,Universal Life,WV,1747.87,500000,2022-01-05,Pending,AGT-528,2026-04-19T06:51:59.799748
POL-008306,CUST-1940,Annuity,MA,536.16,250000,2026-02-18,Cancelled,AGT-775,2026-04-19T06:51:59.799798
POL-008307,CUST-2012,Annuity,DE,2022.35,1000000,2024-09-26,Active,AGT-323,2026-04-19T06:51:59.799849
POL-008308,CUST-9346,Annuity,MP,3267.0,250000,2024-12-15,Lapsed,AGT-294,2026-04-19T06:51:59.799917
POL-008309,CUST-2898,Whole Life,SD,827.99,1000000,2025-08-15,Pending,AGT-624,2026-04-19T06:51:59.799988
POL-008310,CUST-4541,Annuity,FL,1093.1,500000,2023-03-02,Cancelled,AGT-732,2026-04-19T06:51:59.800082
POL-008311,CUST-2770,Universal Life,NM,4422.01,1000000,2024-01-24,Pending,AGT-353,2026-04-19T06:51:59.800195
POL-008312,CUST-9392,Annuity,WV,2607.89,1000000,2022-02-24,Lapsed,AGT-245,2026-04-19T06:51:59.800379
POL-008313,CUST-6473,Annuity,ME,1210.25,1000000,2022-05-04,Lapsed,AGT-531,2026-04-19T06:51:59.800471
POL-008314,CUST-7639,Whole Life,CO,2562.69,100000,2022-03-23,Active,AGT-572,2026-04-19T06:51:59.800491
POL-008315,CUST-2898,Universal Life,MI,1917.48,250000,2025-11-11,Cancelled,AGT-711,2026-04-19T06:51:59.800530
POL-008316,CUST-6453,Annuity,WI,4888.43,500000,2025-03-20,Cancelled,AGT-926,2026-04-19T06:51:59.800548
POL-008317,CUST-1780,Universal Life,WY,3360.85,500000,2025-02-01,Lapsed,AGT-721,2026-04-19T06:51:59.800565
POL-008318,CUST-5319,Universal Life,GA,1253.81,100000,2021-09-13,Pending,AGT-820,2026-04-19T06:51:59.800583
POL-008319,CUST-3465,Annuity,MA,1693.83,500000,2024-11-16,Active,AGT-557,2026-04-19T06:51:59.800607
POL-008320,CUST-4348,Annuity,PA,4570.63,100000,2022-09-28,Cancelled,AGT-679,2026-04-19T06:51:59.800627
POL-008321,CUST-2944,Annuity,MO,878.55,100000,2022-04-29,Cancelled,AGT-358,2026-04-19T06:51:59.800645
POL-008322,CUST-6079,Term Life,WV,2940.99,1000000,2022-09-20,Pending,AGT-250,2026-04-19T06:51:59.800665
POL-008323,CUST-6100,Whole Life,ME,2796.2,500000,2023-06-18,Pending,AGT-367,2026-04-19T06:51:59.800681
POL-008324,CUST-1540,Annuity,LA,210.69,500000,2022-10-28,Lapsed,AGT-862,2026-04-19T06:51:59.800698
POL-008325,CUST-8944,Universal Life,MA,4959.9,100000,2026-01-24,Lapsed,AGT-477,2026-04-19T06:51:59.800715
POL-008326,CUST-5120,Universal Life,NM,2211.93,250000,2023-07-14,Active,AGT-563,2026-04-19T06:51:59.800732
POL-008327,CUST-8234,Universal Life,MO,1670.31,100000,2026-02-23,Active,AGT-504,2026-04-19T06:51:59.800751
POL-008328,CUST-6793,Term Life,FM,3145.15,500000,2022-02-15,Active,AGT-599,2026-04-19T06:51:59.800770
POL-008329,CUST-3778,Whole Life,NH,1474.4,1000000,2022-09-16,Active,AGT-471,2026-04-19T06:51:59.800791
POL-008330,CUST-1684,Annuity,WV,679.88,100000,2021-08-24,Pending,AGT-151,2026-04-19T06:51:59.800809
POL-008331,CUST-9411,Whole Life,IL,2861.59,250000,2022-08-14,Active,AGT-701,2026-04-19T06:51:59.800828
POL-008332,CUST-3351,Annuity,ND,531.4,250000,2023-04-17,Active,AGT-104,2026-04-19T06:51:59.800855
POL-008333,CUST-3938,Annuity,NM,319.34,100000,2023-10-08,Cancelled,AGT-551,2026-04-19T06:51:59.800873
POL-008334,CUST-5206,Universal Life,CO,964.77,100000,2025-08-24,Cancelled,AGT-479,2026-04-19T06:51:59.800893
POL-008335,CUST-6275,Whole Life,MA,1279.13,250000,2022-01-23,Active,AGT-358,2026-04-19T06:51:59.800910
POL-008336,CUST-9102,Annuity,MP,2452.44,500000,2025-08-06,Cancelled,AGT-485,2026-04-19T06:51:59.800928
POL-008337,CUST-9915,Annuity,OR,1489.41,1000000,2025-05-23,Lapsed,AGT-300,2026-04-19T06:51:59.800974
POL-008338,CUST-4452,Whole Life,GA,3906.52,500000,2025-05-27,Pending,AGT-450,2026-04-19T06:51:59.801004
POL-008339,CUST-2084,Term Life,GA,1115.16,500000,2023-04-03,Lapsed,AGT-910,2026-04-19T06:51:59.801174
POL-008340,CUST-1869,Whole Life,WI,1543.48,250000,2025-04-24,Active,AGT-220,2026-04-19T06:51:59.801213
POL-008341,CUST-7917,Term Life,TN,2087.38,500000,2022-10-18,Cancelled,AGT-923,2026-04-19T06:51:59.801231
POL-008342,CUST-1672,Whole Life,SD,1894.09,250000,2025-09-10,Cancelled,AGT-221,2026-04-19T06:51:59.801253
POL-008343,CUST-8951,Universal Life,WA,3722.51,250000,2024-01-05,Lapsed,AGT-391,2026-04-19T06:51:59.801272
POL-008344,CUST-4829,Term Life,TX,4789.87,1000000,2024-05-08,Active,AGT-660,2026-04-19T06:51:59.801289
POL-008345,CUST-3488,Term Life,CT,3165.21,250000,2023-11-26,Active,AGT-920,2026-04-19T06:51:59.801305
POL-008346,CUST-7273,Term Life,WA,4434.39,250000,2022-03-31,Lapsed,AGT-325,2026-04-19T06:51:59.801320
POL-008347,CUST-2098,Universal Life,UT,2360.4,100000,2023-08-07,Active,AGT-777,2026-04-19T06:51:59.801335
POL-008348,CUST-1446,Term Life,IL,855.83,250000,2025-11-07,Lapsed,AGT-508,2026-04-19T06:51:59.801353
POL-008349,CUST-8858,Term Life,WY,3874.74,250000,2022-09-20,Cancelled,AGT-560,2026-04-19T06:51:59.801368
POL-008350,CUST-6184,Whole Life,RI,3933.45,1000000,2022-04-14,Cancelled,AGT-376,2026-04-19T06:51:59.801383
POL-008351,CUST-2045,Term Life,PA,3068.05,250000,2021-06-01,Cancelled,AGT-398,2026-04-19T06:51:59.801398
POL-008352,CUST-8395,Whole Life,AZ,2664.51,250000,2022-04-07,Pending,AGT-266,2026-04-19T06:51:59.801413
POL-008353,CUST-6016,Term Life,MH,3351.45,250000,2024-12-13,Cancelled,AGT-737,2026-04-19T06:51:59.801428
POL-008354,CUST-3357,Term Life,WY,1204.84,1000000,2022-10-19,Cancelled,AGT-737,2026-04-19T06:51:59.801444
POL-008355,CUST-2233,Annuity,FM,1671.81,100000,2024-12-09,Active,AGT-770,2026-04-19T06:51:59.801461
POL-008356,CUST-4133,Annuity,HI,3858.81,250000,2022-12-27,Pending,AGT-730,2026-04-19T06:51:59.801477
POL-008357,CUST-4957,Annuity,DE,1254.22,100000,2022-07-18,Active,AGT-492,2026-04-19T06:51:59.801492
POL-008358,CUST-8877,Whole Life,IL,1178.88,250000,2021-08-15,Pending,AGT-493,2026-04-19T06:51:59.801508
POL-008359,CUST-6242,Whole Life,AK,4745.38,500000,2021-07-23,Active,AGT-979,2026-04-19T06:51:59.801523
POL-008360,CUST-3916,Annuity,MD,2924.76,1000000,2024-06-25,Lapsed,AGT-341,2026-04-19T06:51:59.801539
POL-008361,CUST-6934,Annuity,TX,3650.31,250000,2021-12-17,Active,AGT-175,2026-04-19T06:51:59.801557
POL-008362,CUST-1026,Term Life,AR,4911.78,500000,2022-11-10,Cancelled,AGT-410,2026-04-19T06:51:59.801573
POL-008363,CUST-6049,Annuity,WV,2507.31,250000,2024-01-29,Active,AGT-557,2026-04-19T06:51:59.801591
POL-008364,CUST-5440,Term Life,MI,1895.55,1000000,2021-07-26,Active,AGT-293,2026-04-19T06:51:59.801613
POL-008365,CUST-3206,Whole Life,VA,603.13,1000000,2021-07-04,Pending,AGT-436,2026-04-19T06:51:59.801636
POL-008366,CUST-1895,Whole Life,AK,1787.54,500000,2025-04-15,Lapsed,AGT-687,2026-04-19T06:51:59.801663
POL-008367,CUST-2219,Term Life,AZ,4809.7,250000,2021-07-11,Lapsed,AGT-106,2026-04-19T06:51:59.801690
POL-008368,CUST-5494,Term Life,WA,3643.22,250000,2026-03-21,Pending,AGT-234,2026-04-19T06:51:59.801894
POL-008369,CUST-9326,Term Life,OR,368.47,250000,2022-02-10,Pending,AGT-276,2026-04-19T06:51:59.802019
POL-008370,CUST-6596,Universal Life,WV,1700.99,500000,2024-10-11,Active,AGT-259,2026-04-19T06:51:59.802063
POL-008371,CUST-8066,Whole Life,NC,2370.21,100000,2023-03-26,Pending,AGT-880,2026-04-19T06:51:59.802095
POL-008372,CUST-7985,Whole Life,RI,1118.46,100000,2026-01-30,Lapsed,AGT-262,2026-04-19T06:51:59.802124
POL-008373,CUST-6717,Term Life,PR,2388.1,1000000,2022-12-11,Pending,AGT-955,2026-04-19T06:51:59.802153
POL-008374,CUST-9725,Whole Life,VT,678.59,250000,2023-06-01,Pending,AGT-392,2026-04-19T06:51:59.802178
POL-008375,CUST-7846,Whole Life,IL,583.4,250000,2025-11-03,Lapsed,AGT-410,2026-04-19T06:51:59.802204
POL-008376,CUST-6970,Annuity,MO,2852.41,500000,2023-09-13,Pending,AGT-458,2026-04-19T06:51:59.802230
POL-008377,CUST-7516,Whole Life,FM,413.27,250000,2023-06-05,Cancelled,AGT-965,2026-04-19T06:51:59.802257
POL-008378,CUST-1538,Annuity,PR,4386.57,100000,2023-01-28,Cancelled,AGT-610,2026-04-19T06:51:59.802285
POL-008379,CUST-6971,Whole Life,RI,3828.92,1000000,2023-06-21,Lapsed,AGT-873,2026-04-19T06:51:59.802308
POL-008380,CUST-8403,Whole Life,NV,1809.37,1000000,2022-08-25,Cancelled,AGT-888,2026-04-19T06:51:59.802355
POL-008381,CUST-9323,Annuity,UT,2762.65,500000,2025-10-30,Pending,AGT-547,2026-04-19T06:51:59.802382
POL-008382,CUST-7843,Annuity,IN,4503.4,500000,2026-04-04,Pending,AGT-597,2026-04-19T06:51:59.802418
POL-008383,CUST-1073,Annuity,LA,676.3,1000000,2023-12-29,Cancelled,AGT-951,2026-04-19T06:51:59.802443
POL-008384,CUST-1856,Universal Life,NC,2373.4,1000000,2022-01-27,Cancelled,AGT-985,2026-04-19T06:51:59.802468
POL-008385,CUST-6523,Term Life,PA,587.23,100000,2023-05-17,Cancelled,AGT-731,2026-04-19T06:51:59.802494
POL-008386,CUST-3250,Annuity,FM,2122.87,1000000,2022-07-18,Active,AGT-417,2026-04-19T06:51:59.802523
POL-008387,CUST-3714,Universal Life,VI,1385.47,1000000,2021-12-21,Cancelled,AGT-147,2026-04-19T06:51:59.802549
POL-008388,CUST-9936,Term Life,LA,3947.27,500000,2025-07-04,Pending,AGT-517,2026-04-19T06:51:59.802577
POL-008389,CUST-1110,Universal Life,AZ,1179.82,250000,2023-10-15,Cancelled,AGT-132,2026-04-19T06:51:59.802604
POL-008390,CUST-5845,Term Life,NM,2145.9,1000000,2026-01-04,Cancelled,AGT-100,2026-04-19T06:51:59.802637
POL-008391,CUST-3666,Term Life,WA,3233.05,250000,2025-11-02,Lapsed,AGT-442,2026-04-19T06:51:59.802663
POL-008392,CUST-3863,Term Life,NE,1003.77,250000,2024-03-28,Active,AGT-278,2026-04-19T06:51:59.802688
POL-008393,CUST-5615,Annuity,ID,3529.7,1000000,2024-10-15,Lapsed,AGT-604,2026-04-19T06:51:59.802713
POL-008394,CUST-7193,Whole Life,FL,1688.49,100000,2025-03-28,Cancelled,AGT-623,2026-04-19T06:51:59.802739
